title,year,genre,public_permission,duration_hr,duration_min,noted_imdb,movie_poster,play_trailer,movie_url
Shadow of a Doubt,1943,Film-Noir,PG,1,48,7.8,https://www.imdb.com/title/tt0036342/mediaviewer/rm1710334977/?ref_=tt_ov_i,https://www.imdb.com/video/vi148441369?playlistId=tt0036342&ref_=tt_ov_vi,https://www.imdb.com/title/tt0036342/
Red River,1948,Drama,Passed,2,13,7.8,https://www.imdb.com/title/tt0040724/mediaviewer/rm229161728/?ref_=tt_ov_i,https://www.imdb.com/video/vi4040540441?playlistId=tt0040724&ref_=tt_ov_vi,https://www.imdb.com/title/tt0040724/
Omoide no Mânî,2014,Animation,PG,1,43,7.7,https://www.imdb.com/title/tt3398268/mediaviewer/rm3356933121/?ref_=tt_ov_i,https://www.imdb.com/video/vi647671833?playlistId=tt3398268&ref_=tt_ov_vi,https://www.imdb.com/title/tt3398268/
Kaguya-hime no monogatari,2013,Animation,PG,2,17,8.0,https://www.imdb.com/title/tt2576852/mediaviewer/rm601603329/?ref_=tt_ov_i,https://www.imdb.com/video/vi3700862745?playlistId=tt2576852&ref_=tt_ov_vi,https://www.imdb.com/title/tt2576852/
The African Queen,1951,Adventure,PG,1,45,7.7,https://www.imdb.com/title/tt0043265/mediaviewer/rm3008603393/?ref_=tt_ov_i,https://www.imdb.com/video/vi3478324249?playlistId=tt0043265&ref_=tt_ov_vi,https://www.imdb.com/title/tt0043265/
Mou gaan dou,2002,Action,R,1,41,8.0,https://www.imdb.com/title/tt0338564/mediaviewer/rm1165348609/?ref_=tt_ov_i,https://www.imdb.com/video/vi1861197337?playlistId=tt0338564&ref_=tt_ov_vi,https://www.imdb.com/title/tt0338564/
The Lion in Winter,1968,Biography,PG,2,14,7.9,https://www.imdb.com/title/tt0063227/mediaviewer/rm676398080/?ref_=tt_ov_i,https://www.imdb.com/video/vi1742255641?playlistId=tt0063227&ref_=tt_ov_vi,https://www.imdb.com/title/tt0063227/
Lilja 4-ever,2002,Crime,R,1,49,7.8,https://www.imdb.com/title/tt0300140/mediaviewer/rm2044590081/?ref_=tt_ov_i,https://www.imdb.com/title/tt0300140/,https://www.imdb.com/title/tt0300140/
Frost/Nixon,2008,Biography,R,2,2,7.7,https://www.imdb.com/title/tt0870111/mediaviewer/rm960634369/?ref_=tt_ov_i,https://www.imdb.com/video/vi3600351257?playlistId=tt0870111&ref_=tt_ov_vi,https://www.imdb.com/title/tt0870111/
Short Cuts,1993,Comedy,R,3,8,7.7,https://www.imdb.com/title/tt0108122/mediaviewer/rm2245725952/?ref_=tt_ov_i,https://www.imdb.com/video/vi3867279641?playlistId=tt0108122&ref_=tt_ov_vi,https://www.imdb.com/title/tt0108122/
Once Were Warriors,1994,Crime,R,1,42,7.9,https://www.imdb.com/title/tt0110729/mediaviewer/rm1254878209/?ref_=tt_ov_i,https://www.imdb.com/video/vi1791211289?playlistId=tt0110729&ref_=tt_ov_vi,https://www.imdb.com/title/tt0110729/
Un long dimanche de fiançailles,2004,Drama,R,2,13,7.6,https://www.imdb.com/title/tt0344510/mediaviewer/rm2147360512/?ref_=tt_ov_i,https://www.imdb.com/video/vi4105437465?playlistId=tt0344510&ref_=tt_ov_vi,https://www.imdb.com/title/tt0344510/
Smultronstället,1957,Drama,Not Rated,1,31,8.1,https://www.imdb.com/title/tt0050986/mediaviewer/rm1843848449/?ref_=tt_ov_i,https://www.imdb.com/title/tt0050986/,https://www.imdb.com/title/tt0050986/
Bringing Up Baby,1938,Comedy,Passed,1,42,7.8,https://www.imdb.com/title/tt0029947/mediaviewer/rm2497129216/?ref_=tt_ov_i,https://www.imdb.com/video/vi1018954009?playlistId=tt0029947&ref_=tt_ov_vi,https://www.imdb.com/title/tt0029947/
Trois couleurs: Rouge,1994,Drama,R,1,39,8.1,https://www.imdb.com/title/tt0111495/mediaviewer/rm2613917696/?ref_=tt_ov_i,https://www.imdb.com/video/vi3436160025?playlistId=tt0111495&ref_=tt_ov_vi,https://www.imdb.com/title/tt0111495/
East of Eden,1955,Drama,PG,1,58,7.8,https://www.imdb.com/title/tt0048028/mediaviewer/rm1251810817/?ref_=tt_ov_i,https://www.imdb.com/video/vi1688469785?playlistId=tt0048028&ref_=tt_ov_vi,https://www.imdb.com/title/tt0048028/
Control,2007,Biography,R,2,2,7.7,https://www.imdb.com/title/tt0421082/mediaviewer/rm4148073216/?ref_=tt_ov_i,https://www.imdb.com/video/vi2009006361?playlistId=tt0421082&ref_=tt_ov_vi,https://www.imdb.com/title/tt0421082/
Perfetti sconosciuti,2016,Comedy,,,,7.7,https://www.imdb.com/title/tt4901306/mediaviewer/rm3874690560/?ref_=tt_ov_i,https://www.imdb.com/video/vi1533131545?playlistId=tt4901306&ref_=tt_ov_vi,https://www.imdb.com/title/tt4901306/
Ikiru,1952,Drama,Not Rated,2,23,8.3,https://www.imdb.com/title/tt0044741/mediaviewer/rm1659042049/?ref_=tt_ov_i,https://www.imdb.com/video/vi626900505?playlistId=tt0044741&ref_=tt_ov_vi,https://www.imdb.com/title/tt0044741/
Fanny och Alexander,1982,Drama,R,3,8,8.1,https://www.imdb.com/title/tt0083922/mediaviewer/rm1867725056/?ref_=tt_ov_i,https://www.imdb.com/title/tt0083922/,https://www.imdb.com/title/tt0083922/
The Night of the Hunter,1955,Crime,Not Rated,1,32,8.0,https://www.imdb.com/title/tt0048424/mediaviewer/rm3485546496/?ref_=tt_ov_i,https://www.imdb.com/video/vi3009003289?playlistId=tt0048424&ref_=tt_ov_vi,https://www.imdb.com/title/tt0048424/
The Verdict,1982,Drama,R,2,9,7.7,https://www.imdb.com/title/tt0084855/mediaviewer/rm260279040/?ref_=tt_ov_i,https://www.imdb.com/video/vi637272345?playlistId=tt0084855&ref_=tt_ov_vi,https://www.imdb.com/title/tt0084855/
Chun gwong cha sit,1997,Drama,,,,7.7,https://www.imdb.com/title/tt0118845/mediaviewer/rm1558696705/?ref_=tt_ov_i,https://www.imdb.com/video/vi3332768025?playlistId=tt0118845&ref_=tt_ov_vi,https://www.imdb.com/title/tt0118845/
Zulu,1964,Drama,Not Rated,2,18,7.7,https://www.imdb.com/title/tt0058777/mediaviewer/rm1539965952/?ref_=tt_ov_i,https://www.imdb.com/video/vi1889321753?playlistId=tt0058777&ref_=tt_ov_vi,https://www.imdb.com/title/tt0058777/
The Manchurian Candidate,1962,Drama,PG-13,2,6,7.9,https://www.imdb.com/title/tt0056218/mediaviewer/rm1973632256/?ref_=tt_ov_i,https://www.imdb.com/video/vi1571995929?playlistId=tt0056218&ref_=tt_ov_vi,https://www.imdb.com/title/tt0056218/
The Straight Story,1999,Biography,G,1,52,8.0,https://www.imdb.com/title/tt0166896/mediaviewer/rm2880510465/?ref_=tt_ov_i,https://www.imdb.com/video/vi279757337?playlistId=tt0166896&ref_=tt_ov_vi,https://www.imdb.com/title/tt0166896/
Manhattan,1979,Comedy,R,1,36,7.9,https://www.imdb.com/title/tt0079522/mediaviewer/rm1418452993/?ref_=tt_ov_i,https://www.imdb.com/video/vi3163659033?playlistId=tt0079522&ref_=tt_ov_vi,https://www.imdb.com/title/tt0079522/
Touch of Evil,1958,Crime,PG-13,1,35,8.0,https://www.imdb.com/title/tt0052311/mediaviewer/rm4024785920/?ref_=tt_ov_i,https://www.imdb.com/video/vi33489177?playlistId=tt0052311&ref_=tt_ov_vi,https://www.imdb.com/title/tt0052311/
Yedinci Kogustaki Mucize,2019,Drama,TV-14,2,12,8.2,https://www.imdb.com/title/tt10431500/mediaviewer/rm3624571393/?ref_=tt_ov_i,https://www.imdb.com/video/vi3370827545?playlistId=tt10431500&ref_=tt_ov_vi,https://www.imdb.com/title/tt10431500/
Yôjinbô,1961,Action,Not Rated,1,50,8.2,https://www.imdb.com/title/tt0055630/mediaviewer/rm1707082240/?ref_=tt_ov_i,https://www.imdb.com/video/vi1659814169?playlistId=tt0055630&ref_=tt_ov_vi,https://www.imdb.com/title/tt0055630/
The Killing,1956,Crime,Approved,1,24,8.0,https://www.imdb.com/title/tt0049406/mediaviewer/rm2659723520/?ref_=tt_ov_i,https://www.imdb.com/video/vi87598105?playlistId=tt0049406&ref_=tt_ov_vi,https://www.imdb.com/title/tt0049406/
Cat on a Hot Tin Roof,1958,Drama,Not Rated,1,48,8.0,https://www.imdb.com/title/tt0051459/mediaviewer/rm2745974016/?ref_=tt_ov_i,https://www.imdb.com/video/vi1447674137?playlistId=tt0051459&ref_=tt_ov_vi,https://www.imdb.com/title/tt0051459/
Strangers on a Train,1951,Crime,PG,1,41,7.9,https://www.imdb.com/title/tt0044079/mediaviewer/rm904024832/?ref_=tt_ov_i,https://www.imdb.com/video/vi2223374617?playlistId=tt0044079&ref_=tt_ov_vi,https://www.imdb.com/title/tt0044079/
Good Bye Lenin!,2003,Comedy,R,2,1,7.7,https://www.imdb.com/title/tt0301357/mediaviewer/rm802921728/?ref_=tt_ov_i,https://www.imdb.com/title/tt0301357/,https://www.imdb.com/title/tt0301357/
Strasti po Andreyu,1966,Biography,R,3,25,8.0,https://www.imdb.com/title/tt0060107/mediaviewer/rm153210624/?ref_=tt_ov_i,https://www.imdb.com/video/vi2806824473?playlistId=tt0060107&ref_=tt_ov_vi,https://www.imdb.com/title/tt0060107/
Todo sobre mi madre,1999,Drama,R,1,41,7.8,https://www.imdb.com/title/tt0185125/mediaviewer/rm2276316929/?ref_=tt_ov_i,https://www.imdb.com/video/vi3008215577?playlistId=tt0185125&ref_=tt_ov_vi,https://www.imdb.com/title/tt0185125/
Zerkalo,1975,Biography,Not Rated,1,47,8.0,https://www.imdb.com/title/tt0072443/mediaviewer/rm809125120/?ref_=tt_ov_i,https://www.imdb.com/video/vi1570226969?playlistId=tt0072443&ref_=tt_ov_vi,https://www.imdb.com/title/tt0072443/
Amour,2012,Drama,PG-13,2,7,7.9,https://www.imdb.com/title/tt1602620/mediaviewer/rm3812796672/?ref_=tt_ov_i,https://www.imdb.com/video/vi2353964057?playlistId=tt1602620&ref_=tt_ov_vi,https://www.imdb.com/title/tt1602620/
From Here to Eternity,1953,Drama,Passed,1,58,7.6,https://www.imdb.com/title/tt0045793/mediaviewer/rm1538333184/?ref_=tt_ov_i,https://www.imdb.com/video/vi3735552281?playlistId=tt0045793&ref_=tt_ov_vi,https://www.imdb.com/title/tt0045793/
A Christmas Story,1983,Comedy,PG,1,33,7.9,https://www.imdb.com/title/tt0085334/mediaviewer/rm1202469120/?ref_=tt_ov_i,https://www.imdb.com/video/vi109166105?playlistId=tt0085334&ref_=tt_ov_vi,https://www.imdb.com/title/tt0085334/
Loving Vincent,2017,Animation,PG-13,1,34,7.8,https://www.imdb.com/title/tt3262342/mediaviewer/rm2265132032/?ref_=tt_ov_i,https://www.imdb.com/video/vi1862449433?playlistId=tt3262342&ref_=tt_ov_vi,https://www.imdb.com/title/tt3262342/
À bout de souffle,1960,Crime,Not Rated,1,30,7.7,https://www.imdb.com/title/tt0053472/mediaviewer/rm3074093057/?ref_=tt_ov_i,https://www.imdb.com/video/vi2005449753?playlistId=tt0053472&ref_=tt_ov_vi,https://www.imdb.com/title/tt0053472/
All Quiet on the Western Front,1930,Drama,Passed,2,32,8.1,https://www.imdb.com/title/tt0020629/mediaviewer/rm54533377/?ref_=tt_ov_i,https://www.imdb.com/title/tt0020629/,https://www.imdb.com/title/tt0020629/
Les quatre cents coups,1959,Crime,Not Rated,1,39,8.1,https://www.imdb.com/title/tt0053198/mediaviewer/rm1027160832/?ref_=tt_ov_i,https://www.imdb.com/video/vi3485646617?playlistId=tt0053198&ref_=tt_ov_vi,https://www.imdb.com/title/tt0053198/
United 93,2006,Action,R,1,51,7.6,https://www.imdb.com/title/tt0475276/mediaviewer/rm3974009344/?ref_=tt_ov_i,https://www.imdb.com/video/vi2749366553?playlistId=tt0475276&ref_=tt_ov_vi,https://www.imdb.com/title/tt0475276/
The Red Shoes,1948,Drama,Not Rated,2,15,8.1,https://www.imdb.com/title/tt0040725/mediaviewer/rm993866496/?ref_=tt_ov_i,https://www.imdb.com/video/vi1675599129?playlistId=tt0040725&ref_=tt_ov_vi,https://www.imdb.com/title/tt0040725/
Laura,1944,Drama,Passed,1,28,7.9,https://www.imdb.com/title/tt0037008/mediaviewer/rm3433372929/?ref_=tt_ov_i,https://www.imdb.com/video/vi2162754585?playlistId=tt0037008&ref_=tt_ov_vi,https://www.imdb.com/title/tt0037008/
The Philadelphia Story,1940,Comedy,Not Rated,1,52,7.9,https://www.imdb.com/title/tt0032904/mediaviewer/rm3239186176/?ref_=tt_ov_i,https://www.imdb.com/video/vi648348953?playlistId=tt0032904&ref_=tt_ov_vi,https://www.imdb.com/title/tt0032904/
It Happened One Night,1934,Comedy,Passed,1,45,8.1,https://www.imdb.com/title/tt0025316/mediaviewer/rm453852160/?ref_=tt_ov_i,https://www.imdb.com/video/vi3410886681?playlistId=tt0025316&ref_=tt_ov_vi,https://www.imdb.com/title/tt0025316/
Modern Times,1936,Comedy,G,1,27,8.5,https://www.imdb.com/title/tt0027977/mediaviewer/rm1482701312/?ref_=tt_ov_i,https://www.imdb.com/video/vi1756676633?playlistId=tt0027977&ref_=tt_ov_vi,https://www.imdb.com/title/tt0027977/
Spoorloos,1988,Mystery,Not Rated,1,47,7.7,https://www.imdb.com/title/tt0096163/mediaviewer/rm3952988929/?ref_=tt_ov_i,https://www.imdb.com/video/vi819380505?playlistId=tt0096163&ref_=tt_ov_vi,https://www.imdb.com/title/tt0096163/
Kubo and the Two Strings,2016,Animation,PG,1,41,7.8,https://www.imdb.com/title/tt4302938/mediaviewer/rm2153911296/?ref_=tt_ov_i,https://www.imdb.com/video/vi2096412441?playlistId=tt4302938&ref_=tt_ov_vi,https://www.imdb.com/title/tt4302938/
Pride,2014,Biography,R,1,59,7.8,https://www.imdb.com/title/tt3169706/mediaviewer/rm3078342144/?ref_=tt_ov_i,https://www.imdb.com/video/vi2804329497?playlistId=tt3169706&ref_=tt_ov_vi,https://www.imdb.com/title/tt3169706/
Mary and Max.,2009,Animation,Not Rated,1,32,8.1,https://www.imdb.com/title/tt0978762/mediaviewer/rm1527398144/?ref_=tt_ov_i,https://www.imdb.com/video/vi784205081?playlistId=tt0978762&ref_=tt_ov_vi,https://www.imdb.com/title/tt0978762/
Nebraska,2013,Adventure,R,1,55,7.7,https://www.imdb.com/title/tt1821549/mediaviewer/rm1502974465/?ref_=tt_ov_i,https://www.imdb.com/video/vi2790959385?playlistId=tt1821549&ref_=tt_ov_vi,https://www.imdb.com/title/tt1821549/
Lola rennt,1998,Crime,R,1,21,7.7,https://www.imdb.com/title/tt0130827/mediaviewer/rm215942400/?ref_=tt_ov_i,https://www.imdb.com/video/vi880649753?playlistId=tt0130827&ref_=tt_ov_vi,https://www.imdb.com/title/tt0130827/
Patton,1970,Biography,PG,2,52,7.9,https://www.imdb.com/title/tt0066206/mediaviewer/rm200739328/?ref_=tt_ov_i,https://www.imdb.com/video/vi3499819289?playlistId=tt0066206&ref_=tt_ov_vi,https://www.imdb.com/title/tt0066206/
Days of Heaven,1978,Drama,PG,1,34,7.8,https://www.imdb.com/title/tt0077405/mediaviewer/rm1805913856/?ref_=tt_ov_i,https://www.imdb.com/video/vi320650777?playlistId=tt0077405&ref_=tt_ov_vi,https://www.imdb.com/title/tt0077405/
Z,1969,Crime,M/PG,2,7,8.2,https://www.imdb.com/title/tt0065234/mediaviewer/rm3715470849/?ref_=tt_ov_i,https://www.imdb.com/title/tt0065234/,https://www.imdb.com/title/tt0065234/
Trois couleurs: Bleu,1993,Drama,R,1,34,7.9,https://www.imdb.com/title/tt0108394/mediaviewer/rm487401984/?ref_=tt_ov_i,https://www.imdb.com/video/vi2054863385?playlistId=tt0108394&ref_=tt_ov_vi,https://www.imdb.com/title/tt0108394/
Doragon bôru chô: Burorî,2018,Animation,PG,1,40,7.8,https://www.imdb.com/title/tt7961060/mediaviewer/rm3317861633/?ref_=tt_ov_i,https://www.imdb.com/video/vi721273113?playlistId=tt7961060&ref_=tt_ov_vi,https://www.imdb.com/title/tt7961060/
The Grapes of Wrath,1940,Drama,Passed,2,9,8.1,https://www.imdb.com/title/tt0032551/mediaviewer/rm2344762368/?ref_=tt_ov_i,https://www.imdb.com/video/vi1686962457?playlistId=tt0032551&ref_=tt_ov_vi,https://www.imdb.com/title/tt0032551/
The Treasure of the Sierra Madre,1948,Adventure,Passed,2,6,8.2,https://www.imdb.com/title/tt0040897/mediaviewer/rm2805550592/?ref_=tt_ov_i,https://www.imdb.com/video/vi567346201?playlistId=tt0040897&ref_=tt_ov_vi,https://www.imdb.com/title/tt0040897/
Badlands,1973,Action,PG,1,34,7.7,https://www.imdb.com/title/tt0069762/mediaviewer/rm32120576/?ref_=tt_ov_i,https://www.imdb.com/video/vi2001970713?playlistId=tt0069762&ref_=tt_ov_vi,https://www.imdb.com/title/tt0069762/
The Best Years of Our Lives,1946,Drama,Approved,2,50,8.1,https://www.imdb.com/title/tt0036868/mediaviewer/rm4090694912/?ref_=tt_ov_i,https://www.imdb.com/video/vi730792217?playlistId=tt0036868&ref_=tt_ov_vi,https://www.imdb.com/title/tt0036868/
Anatomy of a Murder,1959,Drama,Not Rated,2,41,8.0,https://www.imdb.com/title/tt0052561/mediaviewer/rm2319413760/?ref_=tt_ov_i,https://www.imdb.com/video/vi110543641?playlistId=tt0052561&ref_=tt_ov_vi,https://www.imdb.com/title/tt0052561/
La leggenda del pianista sull'oceano,1998,Drama,R,2,49,8.0,https://www.imdb.com/title/tt0120731/mediaviewer/rm1063257088/?ref_=tt_ov_i,https://www.imdb.com/video/vi3952017689?playlistId=tt0120731&ref_=tt_ov_vi,https://www.imdb.com/title/tt0120731/
The Quiet Man,1952,Comedy,Passed,2,9,7.7,https://www.imdb.com/title/tt0045061/mediaviewer/rm300550144/?ref_=tt_ov_i,https://www.imdb.com/video/vi3021848089?playlistId=tt0045061&ref_=tt_ov_vi,https://www.imdb.com/title/tt0045061/
Stagecoach,1939,Adventure,Passed,1,36,7.8,https://www.imdb.com/title/tt0031971/mediaviewer/rm4090298880/?ref_=tt_ov_i,https://www.imdb.com/video/vi4149215257?playlistId=tt0031971&ref_=tt_ov_vi,https://www.imdb.com/title/tt0031971/
Ladri di biciclette,1948,Drama,Not Rated,1,29,8.3,https://www.imdb.com/title/tt0040522/mediaviewer/rm1577142528/?ref_=tt_ov_i,https://www.imdb.com/video/vi36354073?playlistId=tt0040522&ref_=tt_ov_vi,https://www.imdb.com/title/tt0040522/
WolfWalkers,2020,Animation,PG,1,43,8.0,https://www.imdb.com/title/tt5198068/mediaviewer/rm532587777/?ref_=tt_ov_i,https://www.imdb.com/video/vi217628697?playlistId=tt5198068&ref_=tt_ov_vi,https://www.imdb.com/title/tt5198068/
The Asphalt Jungle,1950,Crime,Passed,1,52,7.8,https://www.imdb.com/title/tt0042208/mediaviewer/rm1000269056/?ref_=tt_ov_i,https://www.imdb.com/video/vi3478765337?playlistId=tt0042208&ref_=tt_ov_vi,https://www.imdb.com/title/tt0042208/
Das Cabinet des Dr. Caligari,1920,Horror,Not Rated,1,16,8.0,https://www.imdb.com/title/tt0010323/mediaviewer/rm1227724033/?ref_=tt_ov_i,https://www.imdb.com/video/vi653243929?playlistId=tt0010323&ref_=tt_ov_vi,https://www.imdb.com/title/tt0010323/
Me and Earl and the Dying Girl,2015,Comedy,PG-13,1,45,7.7,https://www.imdb.com/title/tt2582496/mediaviewer/rm2158094849/?ref_=tt_ov_i,https://www.imdb.com/video/vi1340911641?playlistId=tt2582496&ref_=tt_ov_vi,https://www.imdb.com/title/tt2582496/
Dial M for Murder,1954,Crime,PG,1,45,8.2,https://www.imdb.com/title/tt0046912/mediaviewer/rm802307584/?ref_=tt_ov_i,https://www.imdb.com/video/vi3634430233?playlistId=tt0046912&ref_=tt_ov_vi,https://www.imdb.com/title/tt0046912/
50/50,2011,Comedy,R,1,40,7.6,https://www.imdb.com/title/tt1306980/mediaviewer/rm3031154432/?ref_=tt_ov_i,https://www.imdb.com/video/vi3408305177?playlistId=tt1306980&ref_=tt_ov_vi,https://www.imdb.com/title/tt1306980/
Detachment,2011,Drama,Not Rated,1,38,7.7,https://www.imdb.com/title/tt1683526/mediaviewer/rm3959861248/?ref_=tt_ov_i,https://www.imdb.com/video/vi747086105?playlistId=tt1683526&ref_=tt_ov_vi,https://www.imdb.com/title/tt1683526/
Manbiki kazoku,2018,Crime,R,2,1,7.9,https://www.imdb.com/title/tt8075192/mediaviewer/rm3310582784/?ref_=tt_ov_i,https://www.imdb.com/video/vi1118419737?playlistId=tt8075192&ref_=tt_ov_vi,https://www.imdb.com/title/tt8075192/
Short Term 12,2013,Drama,R,1,36,7.9,https://www.imdb.com/title/tt2370248/mediaviewer/rm3783276544/?ref_=tt_ov_i,https://www.imdb.com/video/vi443328025?playlistId=tt2370248&ref_=tt_ov_vi,https://www.imdb.com/title/tt2370248/
The Message,1976,Biography,PG,2,57,8.1,https://www.imdb.com/title/tt0074896/mediaviewer/rm224464384/?ref_=tt_ov_i,https://www.imdb.com/video/vi4035691289?playlistId=tt0074896&ref_=tt_ov_vi,https://www.imdb.com/title/tt0074896/
The World's Fastest Indian,2005,Biography,PG-13,2,7,7.8,https://www.imdb.com/title/tt0412080/mediaviewer/rm3233780224/?ref_=tt_ov_i,https://www.imdb.com/video/vi1878393113?playlistId=tt0412080&ref_=tt_ov_vi,https://www.imdb.com/title/tt0412080/
The Hustler,1961,Drama,Not Rated,2,14,8.0,https://www.imdb.com/title/tt0054997/mediaviewer/rm3002341633/?ref_=tt_ov_i,https://www.imdb.com/video/vi2475557145?playlistId=tt0054997&ref_=tt_ov_vi,https://www.imdb.com/title/tt0054997/
Being There,1979,Comedy,PG,2,10,8.0,https://www.imdb.com/title/tt0078841/mediaviewer/rm2829766913/?ref_=tt_ov_i,https://www.imdb.com/video/vi489947929?playlistId=tt0078841&ref_=tt_ov_vi,https://www.imdb.com/title/tt0078841/
Papurika,2006,Animation,R,1,30,7.7,https://www.imdb.com/title/tt0851578/mediaviewer/rm2016819456/?ref_=tt_ov_i,https://www.imdb.com/video/vi3734962457?playlistId=tt0851578&ref_=tt_ov_vi,https://www.imdb.com/title/tt0851578/
The Great Dictator,1940,Comedy,G,2,5,8.4,https://www.imdb.com/title/tt0032553/mediaviewer/rm2845182976/?ref_=tt_ov_i,https://www.imdb.com/video/vi3851590681?playlistId=tt0032553&ref_=tt_ov_vi,https://www.imdb.com/title/tt0032553/
Madeo,2009,Crime,R,2,9,7.8,https://www.imdb.com/title/tt1216496/mediaviewer/rm926531584/?ref_=tt_ov_i,https://www.imdb.com/video/vi3905684505?playlistId=tt1216496&ref_=tt_ov_vi,https://www.imdb.com/title/tt1216496/
Tumbbad,2018,Drama,Not Rated,1,44,8.2,https://www.imdb.com/title/tt8239946/mediaviewer/rm1028080640/?ref_=tt_ov_i,https://www.imdb.com/video/vi2075965977?playlistId=tt8239946&ref_=tt_ov_vi,https://www.imdb.com/title/tt8239946/
Klaus,2019,Animation,PG,1,36,8.1,https://www.imdb.com/title/tt4729430/mediaviewer/rm1843825409/?ref_=tt_ov_i,https://www.imdb.com/video/vi3213606681?playlistId=tt4729430&ref_=tt_ov_vi,https://www.imdb.com/title/tt4729430/
Kaze tachinu,2013,Animation,PG-13,2,6,7.7,https://www.imdb.com/title/tt2013293/mediaviewer/rm2695221760/?ref_=tt_ov_i,https://www.imdb.com/video/vi155101209?playlistId=tt2013293&ref_=tt_ov_vi,https://www.imdb.com/title/tt2013293/
Roman Holiday,1953,Comedy,Passed,1,58,8.0,https://www.imdb.com/title/tt0046250/mediaviewer/rm3628859648/?ref_=tt_ov_i,https://www.imdb.com/video/vi930856473?playlistId=tt0046250&ref_=tt_ov_vi,https://www.imdb.com/title/tt0046250/
The Last King of Scotland,2006,Biography,R,2,3,7.7,https://www.imdb.com/title/tt0455590/mediaviewer/rm1373829888/?ref_=tt_ov_i,https://www.imdb.com/video/vi1693778201?playlistId=tt0455590&ref_=tt_ov_vi,https://www.imdb.com/title/tt0455590/
Dangal,2016,Action,Not Rated,2,41,8.3,https://www.imdb.com/title/tt5074352/mediaviewer/rm3039822848/?ref_=tt_ov_i,https://www.imdb.com/video/vi2094904857?playlistId=tt5074352&ref_=tt_ov_vi,https://www.imdb.com/title/tt5074352/
En man som heter Ove,2015,Comedy,PG-13,1,56,7.7,https://www.imdb.com/title/tt4080728/mediaviewer/rm1271204096/?ref_=tt_ov_i,https://www.imdb.com/video/vi3299064345?playlistId=tt4080728&ref_=tt_ov_vi,https://www.imdb.com/title/tt4080728/
Seven Pounds,2008,Drama,PG-13,2,3,7.6,https://www.imdb.com/title/tt0814314/mediaviewer/rm202347520/?ref_=tt_ov_i,https://www.imdb.com/video/vi2170028057?playlistId=tt0814314&ref_=tt_ov_vi,https://www.imdb.com/title/tt0814314/
Ying xiong,2002,Action,PG-13,2,,7.9,https://www.imdb.com/title/tt0299977/mediaviewer/rm2369716224/?ref_=tt_ov_i,https://www.imdb.com/video/vi1206885913?playlistId=tt0299977&ref_=tt_ov_vi,https://www.imdb.com/title/tt0299977/
Malcolm X,1992,Biography,PG-13,3,22,7.7,https://www.imdb.com/title/tt0104797/mediaviewer/rm614546432/?ref_=tt_ov_i,https://www.imdb.com/video/vi3885236505?playlistId=tt0104797&ref_=tt_ov_vi,https://www.imdb.com/title/tt0104797/
Ran,1985,Action,R,2,42,8.2,https://www.imdb.com/title/tt0089881/mediaviewer/rm4117241601/?ref_=tt_ov_i,https://www.imdb.com/video/vi3567629593?playlistId=tt0089881&ref_=tt_ov_vi,https://www.imdb.com/title/tt0089881/
The King of Comedy,1982,Comedy,PG,1,49,7.8,https://www.imdb.com/title/tt0085794/mediaviewer/rm2940347136/?ref_=tt_ov_i,https://www.imdb.com/video/vi3992191257?playlistId=tt0085794&ref_=tt_ov_vi,https://www.imdb.com/title/tt0085794/
Charade,1963,Comedy,Passed,1,53,7.9,https://www.imdb.com/title/tt0056923/mediaviewer/rm886310400/?ref_=tt_ov_i,https://www.imdb.com/video/vi3418161433?playlistId=tt0056923&ref_=tt_ov_vi,https://www.imdb.com/title/tt0056923/
Amores perros,2000,Drama,R,2,34,8.1,https://www.imdb.com/title/tt0245712/mediaviewer/rm3399622401/?ref_=tt_ov_i,https://www.imdb.com/video/vi2171189785?playlistId=tt0245712&ref_=tt_ov_vi,https://www.imdb.com/title/tt0245712/
All That Jazz,1979,Drama,R,2,3,7.8,https://www.imdb.com/title/tt0078754/mediaviewer/rm1787879425/?ref_=tt_ov_i,https://www.imdb.com/video/vi469220121?playlistId=tt0078754&ref_=tt_ov_vi,https://www.imdb.com/title/tt0078754/
Harold and Maude,1971,Comedy,PG,1,31,7.9,https://www.imdb.com/title/tt0067185/mediaviewer/rm993336064/?ref_=tt_ov_i,https://www.imdb.com/video/vi3658462233?playlistId=tt0067185&ref_=tt_ov_vi,https://www.imdb.com/title/tt0067185/
High Noon,1952,Drama,PG,1,25,8.0,https://www.imdb.com/title/tt0044706/mediaviewer/rm365116416/?ref_=tt_ov_i,https://www.imdb.com/video/vi3442326553?playlistId=tt0044706&ref_=tt_ov_vi,https://www.imdb.com/title/tt0044706/
Miller's Crossing,1990,Crime,R,1,55,7.7,https://www.imdb.com/title/tt0100150/mediaviewer/rm4053134336/?ref_=tt_ov_i,https://www.imdb.com/video/vi3650486553?playlistId=tt0100150&ref_=tt_ov_vi,https://www.imdb.com/title/tt0100150/
PK,2014,Comedy,Not Rated,2,33,8.1,https://www.imdb.com/title/tt2338151/mediaviewer/rm419297536/?ref_=tt_ov_i,https://www.imdb.com/video/vi2912071193?playlistId=tt2338151&ref_=tt_ov_vi,https://www.imdb.com/title/tt2338151/
