country_name,year,debt_to_gdp_ratio,growth_rate,population
Lithuania,1965,33.79%,1.38%,"2,661,708"
Mali,2022,36.93%,3.01%,"21,473,764"
Mali,2021,36.93%,3.03%,"21,473,764"
Nigeria,1960,30.05%,1.90%,"216,746,934"
Nigeria,1955,30.05%,1.65%,"216,746,934"
Comoros,2019,35.08%,2.23%,"907,419"
Comoros,2018,35.08%,2.26%,"907,419"
Comoros,2017,35.08%,2.30%,"907,419"
Comoros,2015,35.08%,2.42%,"907,419"
Comoros,2010,35.08%,2.43%,"907,419"
Comoros,2005,35.08%,2.43%,"907,419"
Comoros,2000,35.08%,2.67%,"907,419"
Comoros,1995,35.08%,2.92%,"907,419"
Taiwan,1990,33.91%,1.19%,"23,888,595"
Taiwan,1985,33.91%,1.52%,"23,888,595"
Taiwan,1980,33.91%,1.69%,"23,888,595"
Taiwan,1975,33.91%,1.98%,"23,888,595"
Taiwan,1970,33.91%,2.96%,"23,888,595"
Taiwan,1965,33.91%,3.47%,"23,888,595"
Taiwan,1960,33.91%,3.43%,"23,888,595"
Taiwan,1955,33.91%,3.87%,"23,888,595"
Turkmenistan,1980,30.25%,2.64%,"6,201,943"
Turkmenistan,1975,30.25%,2.84%,"6,201,943"
Turkmenistan,1970,30.25%,3.01%,"6,201,943"
Turkmenistan,1965,30.25%,3.37%,"6,201,943"
Turkmenistan,1960,30.25%,3.28%,"6,201,943"
Turkmenistan,1955,30.25%,2.42%,"6,201,943"
Haiti,2021,36.23%,1.26%,"11,680,283"
Haiti,2020,36.23%,1.24%,"11,680,283"
Haiti,2019,36.23%,1.26%,"11,680,283"
Haiti,2018,36.23%,1.28%,"11,680,283"
Haiti,2017,36.23%,1.31%,"11,680,283"
Haiti,2015,36.23%,1.46%,"11,680,283"
Haiti,2010,36.23%,1.59%,"11,680,283"
Bosnia And Herzegovina,2018,36.34%,-0.82%,"3,249,317"
Bosnia And Herzegovina,2017,36.34%,-1.03%,"3,249,317"
Bosnia And Herzegovina,2015,36.34%,-1.54%,"3,249,317"
Bosnia And Herzegovina,2010,36.34%,-0.32%,"3,249,317"
Bosnia And Herzegovina,2005,36.34%,0.07%,"3,249,317"
Bosnia And Herzegovina,2000,36.34%,-0.41%,"3,249,317"
Bosnia And Herzegovina,1995,36.34%,-3.02%,"3,249,317"
Czech Republic,1955,31.57%,1.01%,"10,736,784"
Tanzania,2020,36.57%,2.98%,"63,298,550"
Tanzania,2019,36.57%,3.00%,"63,298,550"
Tanzania,2018,36.57%,3.02%,"63,298,550"
Tanzania,2017,36.57%,3.04%,"63,298,550"
Tanzania,2015,36.57%,3.03%,"63,298,550"
Tanzania,2010,36.57%,2.89%,"63,298,550"
Tanzania,2005,36.57%,2.79%,"63,298,550"
Tanzania,2000,36.57%,2.47%,"63,298,550"
Nepal,1965,33.07%,1.66%,"30,225,582"
Nepal,1960,33.07%,1.64%,"30,225,582"
Nepal,1955,33.07%,1.89%,"30,225,582"
Latvia,2019,36.66%,-1.13%,"1,848,837"
Latvia,2018,36.66%,-1.16%,"1,848,837"
Latvia,2017,36.66%,-1.17%,"1,848,837"
Latvia,2015,36.66%,-1.17%,"1,848,837"
Latvia,2010,36.66%,-1.21%,"1,848,837"
Latvia,2005,36.66%,-1.13%,"1,848,837"
Latvia,2000,36.66%,-1.01%,"1,848,837"
Iceland,1955,33.13%,2.02%,"345,393"
Denmark,1975,33.61%,0.53%,"5,834,950"
Denmark,1970,33.61%,0.71%,"5,834,950"
Denmark,1965,33.61%,0.77%,"5,834,950"
Denmark,1960,33.61%,0.62%,"5,834,950"
Denmark,1955,33.61%,0.80%,"5,834,950"
Norway,2021,36.75%,0.80%,"5,511,370"
Norway,2020,36.75%,0.79%,"5,511,370"
Norway,2019,36.75%,0.77%,"5,511,370"
Norway,2018,36.75%,0.79%,"5,511,370"
Norway,2017,36.75%,0.86%,"5,511,370"
Norway,2015,36.75%,1.25%,"5,511,370"
Sweden,2022,37.23%,0.63%,"10,218,971"
Sweden,2021,37.23%,0.65%,"10,218,971"
Bangladesh,2005,34.81%,1.72%,"167,885,689"
Bangladesh,2000,34.81%,2.08%,"167,885,689"
Bangladesh,1995,34.81%,2.23%,"167,885,689"
Bangladesh,1990,34.81%,2.60%,"167,885,689"
Bangladesh,1985,34.81%,2.65%,"167,885,689"
Bangladesh,1980,34.81%,2.59%,"167,885,689"
Lithuania,1960,33.79%,1.05%,"2,661,708"
Lithuania,1955,33.79%,0.47%,"2,661,708"
Equatorial Guinea,2022,37.49%,3.47%,"1,496,662"
Equatorial Guinea,2021,37.49%,3.60%,"1,496,662"
Equatorial Guinea,2020,37.49%,3.47%,"1,496,662"
Equatorial Guinea,2019,37.49%,3.59%,"1,496,662"
Equatorial Guinea,2018,37.49%,3.72%,"1,496,662"
Mali,2020,36.93%,3.02%,"21,473,764"
Mali,2019,36.93%,3.04%,"21,473,764"
Mali,2018,36.93%,3.05%,"21,473,764"
Mali,2017,36.93%,3.04%,"21,473,764"
Mali,2015,36.93%,2.99%,"21,473,764"
Mali,2010,36.93%,3.33%,"21,473,764"
Mali,2005,36.93%,3.14%,"21,473,764"
Mali,2000,36.93%,2.69%,"21,473,764"
Comoros,1990,35.08%,2.98%,"907,419"
Comoros,1985,35.08%,2.91%,"907,419"
Comoros,1980,35.08%,3.65%,"907,419"
Comoros,1975,35.08%,2.26%,"907,419"
Comoros,1970,35.08%,2.09%,"907,419"
Comoros,1965,35.08%,1.65%,"907,419"
Haiti,2005,36.23%,1.67%,"11,680,283"
Haiti,2000,36.23%,1.79%,"11,680,283"
Haiti,1995,36.23%,1.93%,"11,680,283"
Haiti,1990,36.23%,2.12%,"11,680,283"
Haiti,1985,36.23%,2.35%,"11,680,283"
Haiti,1980,36.23%,2.07%,"11,680,283"
Papua New Guinea,2022,37.72%,1.95%,"9,292,169"
Papua New Guinea,2021,37.72%,1.97%,"9,292,169"
Papua New Guinea,2020,37.72%,1.95%,"9,292,169"
Papua New Guinea,2019,37.72%,1.97%,"9,292,169"
Papua New Guinea,2018,37.72%,1.99%,"9,292,169"
Papua New Guinea,2017,37.72%,2.01%,"9,292,169"
Bosnia And Herzegovina,1990,36.34%,0.32%,"3,249,317"
Bosnia And Herzegovina,1985,36.34%,1.00%,"3,249,317"
Bosnia And Herzegovina,1980,36.34%,0.96%,"3,249,317"
Bosnia And Herzegovina,1975,36.34%,1.17%,"3,249,317"
Bosnia And Herzegovina,1970,36.34%,1.24%,"3,249,317"
Bosnia And Herzegovina,1965,36.34%,1.85%,"3,249,317"
Bosnia And Herzegovina,1960,36.34%,1.90%,"3,249,317"
Panama,2022,37.81%,1.60%,"4,446,964"
Panama,2021,37.81%,1.65%,"4,446,964"
Panama,2020,37.81%,1.61%,"4,446,964"
Tanzania,1995,36.57%,3.30%,"63,298,550"
Tanzania,1990,36.57%,3.10%,"63,298,550"
Tanzania,1985,36.57%,3.14%,"63,298,550"
Tanzania,1980,36.57%,3.14%,"63,298,550"
Tanzania,1975,36.57%,3.25%,"63,298,550"
Tanzania,1970,36.57%,3.07%,"63,298,550"
Tanzania,1965,36.57%,2.97%,"63,298,550"
Tanzania,1960,36.57%,2.86%,"63,298,550"
South Sudan,2022,37.81%,1.26%,"11,618,511"
South Sudan,2021,37.81%,0.99%,"11,618,511"
South Sudan,2020,37.81%,1.19%,"11,618,511"
Latvia,1995,36.66%,-1.20%,"1,848,837"
Latvia,1990,36.66%,0.64%,"1,848,837"
Latvia,1985,36.66%,0.47%,"1,848,837"
Latvia,1980,36.66%,0.42%,"1,848,837"
Latvia,1975,36.66%,0.76%,"1,848,837"
Latvia,1970,36.66%,0.96%,"1,848,837"
Latvia,1965,36.66%,1.26%,"1,848,837"
Latvia,1960,36.66%,1.25%,"1,848,837"
Lesotho,2022,37.95%,0.79%,"2,175,699"
Lesotho,2021,37.95%,0.80%,"2,175,699"
Lesotho,2020,37.95%,0.80%,"2,175,699"
Lesotho,2019,37.95%,0.80%,"2,175,699"
Cameroon,2022,38.11%,2.59%,"27,911,548"
Cameroon,2021,38.11%,2.62%,"27,911,548"
Cameroon,2020,38.11%,2.59%,"27,911,548"
Norway,2010,36.75%,1.07%,"5,511,370"
Norway,2005,36.75%,0.58%,"5,511,370"
Norway,2000,36.75%,0.60%,"5,511,370"
Norway,1995,36.75%,0.56%,"5,511,370"
Norway,1990,36.75%,0.45%,"5,511,370"
Norway,1985,36.75%,0.33%,"5,511,370"
Norway,1980,36.75%,0.39%,"5,511,370"
Norway,1975,36.75%,0.67%,"5,511,370"
Sweden,2020,37.23%,0.63%,"10,218,971"
Sweden,2019,37.23%,0.65%,"10,218,971"
Sweden,2018,37.23%,0.67%,"10,218,971"
Sweden,2017,37.23%,0.70%,"10,218,971"
Sweden,2015,37.23%,0.79%,"10,218,971"
Sweden,2010,37.23%,0.77%,"10,218,971"
Bangladesh,1975,34.81%,1.75%,"167,885,689"
Bangladesh,1970,34.81%,3.01%,"167,885,689"
Bangladesh,1965,34.81%,2.90%,"167,885,689"
Bangladesh,1960,34.81%,2.67%,"167,885,689"
Bangladesh,1955,34.81%,2.12%,"167,885,689"
Philippines,2022,39.10%,1.36%,"112,508,994"
Equatorial Guinea,2017,37.49%,3.85%,"1,496,662"
Equatorial Guinea,2015,37.49%,4.37%,"1,496,662"
Equatorial Guinea,2010,37.49%,4.71%,"1,496,662"
Equatorial Guinea,2005,37.49%,4.34%,"1,496,662"
Equatorial Guinea,2000,37.49%,4.06%,"1,496,662"
Equatorial Guinea,1995,37.49%,3.45%,"1,496,662"
Equatorial Guinea,1990,37.49%,3.55%,"1,496,662"
Mali,1995,36.93%,2.55%,"21,473,764"
Mali,1990,36.93%,1.53%,"21,473,764"
Mali,1985,36.93%,2.01%,"21,473,764"
Mali,1980,36.93%,1.81%,"21,473,764"
Mali,1975,36.93%,1.73%,"21,473,764"
Mali,1970,36.93%,1.33%,"21,473,764"
Mali,1965,36.93%,1.13%,"21,473,764"
Comoros,1960,35.08%,1.67%,"907,419"
Comoros,1955,35.08%,1.98%,"907,419"
Haiti,1975,36.23%,1.73%,"11,680,283"
Haiti,1970,36.23%,1.89%,"11,680,283"
Haiti,1965,36.23%,1.95%,"11,680,283"
Haiti,1960,36.23%,1.93%,"11,680,283"
Haiti,1955,36.23%,1.75%,"11,680,283"
Papua New Guinea,2015,37.72%,2.09%,"9,292,169"
Papua New Guinea,2010,37.72%,2.39%,"9,292,169"
Papua New Guinea,2005,37.72%,2.12%,"9,292,169"
Papua New Guinea,2000,37.72%,2.43%,"9,292,169"
Papua New Guinea,1995,37.72%,2.36%,"9,292,169"
Papua New Guinea,1990,37.72%,2.49%,"9,292,169"
Papua New Guinea,1985,37.72%,2.71%,"9,292,169"
Papua New Guinea,1980,37.72%,2.61%,"9,292,169"
Bosnia And Herzegovina,1955,36.34%,1.99%,"3,249,317"
Panama,2019,37.81%,1.67%,"4,446,964"
Panama,2018,37.81%,1.71%,"4,446,964"
Panama,2017,37.81%,1.73%,"4,446,964"
Panama,2015,37.81%,1.73%,"4,446,964"
Panama,2010,37.81%,1.81%,"4,446,964"
Panama,2005,37.81%,1.91%,"4,446,964"
Panama,2000,37.81%,2.04%,"4,446,964"
Tanzania,1955,36.57%,2.68%,"63,298,550"
South Sudan,2019,37.81%,0.78%,"11,618,511"
South Sudan,2018,37.81%,0.60%,"11,618,511"
South Sudan,2017,37.81%,0.72%,"11,618,511"
South Sudan,2015,37.81%,2.42%,"11,618,511"
South Sudan,2010,37.81%,4.76%,"11,618,511"
South Sudan,2005,37.81%,3.98%,"11,618,511"
South Sudan,2000,37.81%,3.91%,"11,618,511"
South Sudan,1995,37.81%,-1.40%,"11,618,511"
Latvia,1955,36.66%,0.77%,"1,848,837"
Lesotho,2018,37.95%,0.80%,"2,175,699"
Lesotho,2017,37.95%,0.80%,"2,175,699"
Lesotho,2015,37.95%,0.63%,"2,175,699"
Lesotho,2010,37.95%,-0.01%,"2,175,699"
Lesotho,2005,37.95%,-0.36%,"2,175,699"
Lesotho,2000,37.95%,1.38%,"2,175,699"
Lesotho,1995,37.95%,2.19%,"2,175,699"
Lesotho,1990,37.95%,2.23%,"2,175,699"
Cameroon,2019,38.11%,2.62%,"27,911,548"
Cameroon,2018,38.11%,2.65%,"27,911,548"
Cameroon,2017,38.11%,2.67%,"27,911,548"
Cameroon,2015,38.11%,2.75%,"27,911,548"
Cameroon,2010,38.11%,2.78%,"27,911,548"
Cameroon,2005,38.11%,2.71%,"27,911,548"
Cameroon,2000,38.11%,2.67%,"27,911,548"
Cameroon,1995,38.11%,2.92%,"27,911,548"
Myanmar,2022,39.19%,0.68%,"55,227,143"
Myanmar,2021,39.19%,0.66%,"55,227,143"
Norway,1970,36.75%,0.80%,"5,511,370"
Norway,1965,36.75%,0.78%,"5,511,370"
Norway,1960,36.75%,0.87%,"5,511,370"
Norway,1955,36.75%,0.99%,"5,511,370"
Switzerland,2022,39.49%,0.74%,"8,773,637"
Switzerland,2021,39.49%,0.79%,"8,773,637"
Switzerland,2020,39.49%,0.74%,"8,773,637"
Sweden,2005,37.23%,0.35%,"10,218,971"
Sweden,2000,37.23%,0.10%,"10,218,971"
Sweden,1995,37.23%,0.62%,"10,218,971"
Sweden,1990,37.23%,0.50%,"10,218,971"
Sweden,1985,37.23%,0.10%,"10,218,971"
Sweden,1980,37.23%,0.29%,"10,218,971"
Sweden,1975,37.23%,0.35%,"10,218,971"
Philippines,2021,39.10%,1.39%,"112,508,994"
Philippines,2020,39.10%,1.35%,"112,508,994"
Philippines,2019,39.10%,1.37%,"112,508,994"
Philippines,2018,39.10%,1.41%,"112,508,994"
Philippines,2017,39.10%,1.46%,"112,508,994"
Philippines,2015,39.10%,1.68%,"112,508,994"
Philippines,2010,39.10%,1.71%,"112,508,994"
Equatorial Guinea,1985,37.49%,7.10%,"1,496,662"
Equatorial Guinea,1980,37.49%,-0.46%,"1,496,662"
Equatorial Guinea,1975,37.49%,-3.39%,"1,496,662"
Equatorial Guinea,1970,37.49%,1.93%,"1,496,662"
Equatorial Guinea,1965,37.49%,1.59%,"1,496,662"
Equatorial Guinea,1960,37.49%,1.26%,"1,496,662"
Equatorial Guinea,1955,37.49%,1.24%,"1,496,662"
Mali,1960,36.93%,1.13%,"21,473,764"
Mali,1955,36.93%,1.11%,"21,473,764"
Papua New Guinea,1975,37.72%,2.44%,"9,292,169"
Papua New Guinea,1970,37.72%,2.29%,"9,292,169"
Papua New Guinea,1965,37.72%,1.96%,"9,292,169"
Papua New Guinea,1960,37.72%,1.58%,"9,292,169"
Papua New Guinea,1955,37.72%,0.83%,"9,292,169"
North Macedonia,2022,40.48%,-0.01%,"2,081,304"
North Macedonia,2021,40.48%,0.02%,"2,081,304"
North Macedonia,2020,40.48%,-0.00%,"2,081,304"
North Macedonia,2019,40.48%,0.02%,"2,081,304"
Panama,1995,37.81%,2.09%,"4,446,964"
Panama,1990,37.81%,2.17%,"4,446,964"
Panama,1985,37.81%,2.32%,"4,446,964"
Panama,1980,37.81%,2.54%,"4,446,964"
Panama,1975,37.81%,2.81%,"4,446,964"
Panama,1970,37.81%,2.94%,"4,446,964"
Panama,1965,37.81%,3.02%,"4,446,964"
Panama,1960,37.81%,2.92%,"4,446,964"
South Korea,2022,40.54%,0.09%,"51,329,899"
South Korea,2021,40.54%,0.13%,"51,329,899"
South Korea,2020,40.54%,0.09%,"51,329,899"
South Korea,2019,40.54%,0.10%,"51,329,899"
South Sudan,1990,37.81%,1.02%,"11,618,511"
South Sudan,1985,37.81%,3.00%,"11,618,511"
South Sudan,1980,37.81%,2.70%,"11,618,511"
South Sudan,1975,37.81%,2.44%,"11,618,511"
South Sudan,1970,37.81%,2.20%,"11,618,511"
South Sudan,1965,37.81%,1.97%,"11,618,511"
South Sudan,1960,37.81%,1.65%,"11,618,511"
South Sudan,1955,37.81%,1.08%,"11,618,511"
Honduras,2022,40.80%,1.63%,"10,221,247"
Honduras,2021,40.80%,1.65%,"10,221,247"
Honduras,2020,40.80%,1.63%,"10,221,247"
Honduras,2019,40.80%,1.65%,"10,221,247"
Honduras,2018,40.80%,1.68%,"10,221,247"
Nicaragua,2022,40.88%,1.21%,"6,779,100"
Nicaragua,2021,40.88%,1.23%,"6,779,100"
Nicaragua,2020,40.88%,1.21%,"6,779,100"
Nicaragua,2019,40.88%,1.24%,"6,779,100"
Lesotho,1985,37.95%,2.63%,"2,175,699"
Lesotho,1980,37.95%,2.92%,"2,175,699"
Lesotho,1975,37.95%,2.44%,"2,175,699"
Lesotho,1970,37.95%,2.21%,"2,175,699"
Madagascar,2022,41.02%,2.67%,"29,178,077"
Madagascar,2021,41.02%,2.69%,"29,178,077"
Cameroon,1990,38.11%,3.19%,"27,911,548"
Cameroon,1985,38.11%,3.16%,"27,911,548"
Cameroon,1980,38.11%,2.96%,"27,911,548"
Cameroon,1975,38.11%,2.71%,"27,911,548"
Cameroon,1970,38.11%,2.46%,"27,911,548"
Cameroon,1965,38.11%,2.21%,"27,911,548"
Myanmar,2020,39.19%,0.67%,"55,227,143"
Myanmar,2019,39.19%,0.63%,"55,227,143"
Myanmar,2018,39.19%,0.61%,"55,227,143"
Myanmar,2017,39.19%,0.64%,"55,227,143"
Myanmar,2015,39.19%,0.81%,"55,227,143"
Myanmar,2010,39.19%,0.67%,"55,227,143"
Myanmar,2005,39.19%,0.94%,"55,227,143"
Myanmar,2000,39.19%,1.25%,"55,227,143"
Myanmar,1995,39.19%,1.21%,"55,227,143"
Australia,2022,41.10%,1.18%,"26,068,792"
Switzerland,2019,39.49%,0.77%,"8,773,637"
Switzerland,2018,39.49%,0.83%,"8,773,637"
Switzerland,2017,39.49%,0.91%,"8,773,637"
Switzerland,2015,39.49%,1.22%,"8,773,637"
Switzerland,2010,39.49%,1.12%,"8,773,637"
Switzerland,2005,39.49%,0.67%,"8,773,637"
Switzerland,2000,39.49%,0.42%,"8,773,637"
Sweden,1970,37.23%,0.79%,"10,218,971"
Sweden,1965,37.23%,0.69%,"10,218,971"
Sweden,1960,37.23%,0.60%,"10,218,971"
Sweden,1955,37.23%,0.71%,"10,218,971"
Philippines,2005,39.10%,2.05%,"112,508,994"
Philippines,2000,39.10%,2.25%,"112,508,994"
Philippines,1995,39.10%,2.43%,"112,508,994"
Philippines,1990,39.10%,2.66%,"112,508,994"
Philippines,1985,39.10%,2.76%,"112,508,994"
Philippines,1980,39.10%,2.78%,"112,508,994"
Philippines,1975,39.10%,2.89%,"112,508,994"
Philippines,1970,39.10%,2.98%,"112,508,994"
Philippines,1965,39.10%,3.31%,"112,508,994"
North Macedonia,2018,40.48%,0.05%,"2,081,304"
North Macedonia,2017,40.48%,0.06%,"2,081,304"
North Macedonia,2015,40.48%,0.08%,"2,081,304"
North Macedonia,2010,40.48%,0.10%,"2,081,304"
North Macedonia,2005,40.48%,0.25%,"2,081,304"
North Macedonia,2000,40.48%,0.52%,"2,081,304"
North Macedonia,1995,40.48%,-0.13%,"2,081,304"
Panama,1955,37.81%,2.68%,"4,446,964"
South Korea,2018,40.54%,0.15%,"51,329,899"
South Korea,2017,40.54%,0.22%,"51,329,899"
South Korea,2015,40.54%,0.51%,"51,329,899"
South Korea,2010,40.54%,0.34%,"51,329,899"
South Korea,2005,40.54%,0.55%,"51,329,899"
South Korea,2000,40.54%,0.91%,"51,329,899"
South Korea,1995,40.54%,1.08%,"51,329,899"
Honduras,2017,40.80%,1.71%,"10,221,247"
Honduras,2015,40.80%,1.84%,"10,221,247"
Honduras,2010,40.80%,2.20%,"10,221,247"
Honduras,2005,40.80%,2.56%,"10,221,247"
Honduras,2000,40.80%,2.86%,"10,221,247"
Honduras,1995,40.80%,2.87%,"10,221,247"
Nicaragua,2018,40.88%,1.26%,"6,779,100"
Nicaragua,2017,40.88%,1.28%,"6,779,100"
Nicaragua,2015,40.88%,1.33%,"6,779,100"
Nicaragua,2010,40.88%,1.38%,"6,779,100"
Nicaragua,2005,40.88%,1.42%,"6,779,100"
Nicaragua,2000,40.88%,1.73%,"6,779,100"
Nicaragua,1995,40.88%,2.20%,"6,779,100"
Nicaragua,1990,40.88%,2.25%,"6,779,100"
Lesotho,1965,37.95%,1.95%,"2,175,699"
Lesotho,1960,37.95%,1.77%,"2,175,699"
Lesotho,1955,37.95%,1.70%,"2,175,699"
Madagascar,2020,41.02%,2.68%,"29,178,077"
Madagascar,2019,41.02%,2.69%,"29,178,077"
Madagascar,2018,41.02%,2.71%,"29,178,077"
Madagascar,2017,41.02%,2.72%,"29,178,077"
Madagascar,2015,41.02%,2.76%,"29,178,077"
Madagascar,2010,41.02%,2.90%,"29,178,077"
Madagascar,2005,41.02%,3.07%,"29,178,077"
Cameroon,1960,38.11%,1.92%,"27,911,548"
Cameroon,1955,38.11%,1.79%,"27,911,548"
Eswatini,2022,41.11%,1.04%,"1,184,817"
Myanmar,1990,39.19%,1.71%,"55,227,143"
Myanmar,1985,39.19%,2.10%,"55,227,143"
Myanmar,1980,39.19%,2.26%,"55,227,143"
Myanmar,1975,39.19%,2.34%,"55,227,143"
Myanmar,1970,39.19%,2.37%,"55,227,143"
Myanmar,1965,39.19%,2.22%,"55,227,143"
Thailand,2022,41.47%,0.25%,"70,078,203"
Thailand,2021,41.47%,0.28%,"70,078,203"
Australia,2021,41.10%,1.23%,"26,068,792"
Australia,2020,41.10%,1.18%,"26,068,792"
Australia,2019,41.10%,1.23%,"26,068,792"
Australia,2018,41.10%,1.27%,"26,068,792"
Australia,2017,41.10%,1.33%,"26,068,792"
Australia,2015,41.10%,1.56%,"26,068,792"
Australia,2010,41.10%,1.89%,"26,068,792"
Australia,2005,41.10%,1.22%,"26,068,792"
Switzerland,1995,39.49%,1.01%,"8,773,637"
Switzerland,1990,39.49%,0.67%,"8,773,637"
Switzerland,1985,39.49%,0.48%,"8,773,637"
Switzerland,1980,39.49%,-0.17%,"8,773,637"
Switzerland,1975,39.49%,0.60%,"8,773,637"
Switzerland,1970,39.49%,1.14%,"8,773,637"
Switzerland,1965,39.49%,1.94%,"8,773,637"
Philippines,1960,39.10%,3.45%,"112,508,994"
Philippines,1955,39.10%,3.60%,"112,508,994"
North Macedonia,1990,40.48%,0.15%,"2,081,304"
North Macedonia,1985,40.48%,0.59%,"2,081,304"
North Macedonia,1980,40.48%,1.31%,"2,081,304"
North Macedonia,1975,40.48%,0.94%,"2,081,304"
North Macedonia,1970,40.48%,1.56%,"2,081,304"
North Macedonia,1965,40.48%,1.36%,"2,081,304"
North Macedonia,1960,40.48%,1.34%,"2,081,304"
North Macedonia,1955,40.48%,2.11%,"2,081,304"
Dominican Republic,2022,41.92%,1.01%,"11,056,370"
Dominican Republic,2021,41.92%,1.05%,"11,056,370"
Dominican Republic,2020,41.92%,1.01%,"11,056,370"
Dominican Republic,2019,41.92%,1.05%,"11,056,370"
Dominican Republic,2018,41.92%,1.08%,"11,056,370"
Central African Republic,2022,42.25%,1.77%,"5,016,678"
Central African Republic,2021,42.25%,1.63%,"5,016,678"
South Korea,1990,40.54%,1.01%,"51,329,899"
South Korea,1985,40.54%,1.41%,"51,329,899"
South Korea,1980,40.54%,1.46%,"51,329,899"
South Korea,1975,40.54%,1.90%,"51,329,899"
South Korea,1970,40.54%,2.19%,"51,329,899"
South Korea,1965,40.54%,2.67%,"51,329,899"
South Korea,1960,40.54%,3.32%,"51,329,899"
Malta,2022,42.46%,0.28%,"444,033"
Malta,2021,42.46%,0.30%,"444,033"
Malta,2020,42.46%,0.27%,"444,033"
Honduras,1990,40.80%,2.97%,"10,221,247"
Honduras,1985,40.80%,3.08%,"10,221,247"
Honduras,1980,40.80%,3.13%,"10,221,247"
Honduras,1975,40.80%,3.03%,"10,221,247"
Honduras,1970,40.80%,2.98%,"10,221,247"
Honduras,1965,40.80%,2.85%,"10,221,247"
Honduras,1960,40.80%,2.85%,"10,221,247"
Burkina Faso,2022,42.47%,2.86%,"22,102,838"
Burkina Faso,2021,42.47%,2.89%,"22,102,838"
Burkina Faso,2020,42.47%,2.86%,"22,102,838"
Burkina Faso,2019,42.47%,2.89%,"22,102,838"
Nicaragua,1985,40.88%,2.72%,"6,779,100"
Nicaragua,1980,40.88%,3.07%,"6,779,100"
Nicaragua,1975,40.88%,3.13%,"6,779,100"
Nicaragua,1970,40.88%,3.08%,"6,779,100"
Nicaragua,1965,40.88%,3.13%,"6,779,100"
Nicaragua,1960,40.88%,3.29%,"6,779,100"
Nicaragua,1955,40.88%,3.09%,"6,779,100"
Chad,2022,42.91%,3.01%,"17,413,580"
Chad,2021,42.91%,3.04%,"17,413,580"
Chad,2020,42.91%,3.00%,"17,413,580"
Chad,2019,42.91%,3.03%,"17,413,580"
Madagascar,2000,41.02%,3.19%,"29,178,077"
Madagascar,1995,41.02%,3.04%,"29,178,077"
Madagascar,1990,41.02%,2.88%,"29,178,077"
Madagascar,1985,41.02%,2.92%,"29,178,077"
Madagascar,1980,41.02%,2.90%,"29,178,077"
Madagascar,1975,41.02%,2.82%,"29,178,077"
Madagascar,1970,41.02%,2.65%,"29,178,077"
Madagascar,1965,41.02%,2.50%,"29,178,077"
Uganda,2022,44.81%,3.30%,"48,432,863"
Uganda,2021,44.81%,3.51%,"48,432,863"
Eswatini,2021,41.11%,1.03%,"1,184,817"
Eswatini,2020,41.11%,1.05%,"1,184,817"
Eswatini,2019,41.11%,1.04%,"1,184,817"
Eswatini,2018,41.11%,1.02%,"1,184,817"
Eswatini,2017,41.11%,0.97%,"1,184,817"
Eswatini,2015,41.11%,0.73%,"1,184,817"
Eswatini,2010,41.11%,0.66%,"1,184,817"
Eswatini,2005,41.11%,0.50%,"1,184,817"
Myanmar,1960,39.19%,2.14%,"55,227,143"
Myanmar,1955,39.19%,1.92%,"55,227,143"
Thailand,2020,41.47%,0.25%,"70,078,203"
Thailand,2019,41.47%,0.28%,"70,078,203"
Thailand,2018,41.47%,0.32%,"70,078,203"
Thailand,2017,41.47%,0.35%,"70,078,203"
Thailand,2015,41.47%,0.45%,"70,078,203"
Thailand,2010,41.47%,0.54%,"70,078,203"
Thailand,2005,41.47%,0.77%,"70,078,203"
Thailand,2000,41.47%,1.15%,"70,078,203"
Australia,2000,41.10%,1.09%,"26,068,792"
Australia,1995,41.10%,1.19%,"26,068,792"
Australia,1990,41.10%,1.60%,"26,068,792"
Australia,1985,41.10%,1.43%,"26,068,792"
Australia,1980,41.10%,1.16%,"26,068,792"
Australia,1975,41.10%,1.49%,"26,068,792"
Australia,1970,41.10%,2.49%,"26,068,792"
Switzerland,1960,39.49%,1.27%,"8,773,637"
Switzerland,1955,39.49%,1.21%,"8,773,637"
Dominican Republic,2017,41.92%,1.11%,"11,056,370"
Dominican Republic,2015,41.92%,1.18%,"11,056,370"
Dominican Republic,2010,41.92%,1.28%,"11,056,370"
Dominican Republic,2005,41.92%,1.44%,"11,056,370"
Dominican Republic,2000,41.92%,1.62%,"11,056,370"
Dominican Republic,1995,41.92%,1.85%,"11,056,370"
Dominican Republic,1990,41.92%,1.99%,"11,056,370"
Dominican Republic,1985,41.92%,2.18%,"11,056,370"
Central African Republic,2020,42.25%,1.78%,"5,016,678"
Central African Republic,2019,42.25%,1.69%,"5,016,678"
Central African Republic,2018,42.25%,1.53%,"5,016,678"
Central African Republic,2017,42.25%,1.29%,"5,016,678"
Central African Republic,2015,42.25%,0.48%,"5,016,678"
Central African Republic,2010,42.25%,1.67%,"5,016,678"
Central African Republic,2005,42.25%,2.10%,"5,016,678"
Central African Republic,2000,42.25%,2.47%,"5,016,678"
South Korea,1955,40.54%,2.29%,"51,329,899"
Malta,2019,42.46%,0.26%,"444,033"
Malta,2018,42.46%,0.30%,"444,033"
Malta,2017,42.46%,0.42%,"444,033"
Malta,2015,42.46%,0.92%,"444,033"
Malta,2010,42.46%,0.47%,"444,033"
